uid,id_degree,avg_cl,trans,centr
650379995,7,0.5119047619047619,0.24,0.3214285714285714
644907743,0,0.0,0,1
645923553,0,0.0,0,1
648839908,0,0.0,0,1
652083946,0,0.0,0,1
645661421,1,0.0,0,1.0
650019566,60,0.5019037475136391,0.14752013565069944,0.08907103825136611
649200366,0,0.0,0,1
650642176,0,0.0,0,1
643040002,0,0.0,0,1
642253571,1,0.0,0,1.0
649233156,0,0.0,0,1
645202704,0,0.0,0,1
644350736,0,0.0,0,1
649429778,61,0.3540205828016511,0.16361556064073227,0.0893707033315706
640779029,37,0.22419788209261893,0.06241331484049931,0.07112375533428165
648741655,8,0.6084656084656085,0.3157894736842105,0.3333333333333333
651002652,96,0.532523499865634,0.4247881697219627,0.22766323024054982
650117918,0,0.0,0,1
649986849,4,0.7666666666666666,0.6428571428571429,0.7
649593633,0,0.0,0,1
646906659,0,0.0,0,1
652411699,1,0.0,0,1.0
649429811,0,0.0,0,1
645366583,0,0.0,0,1
639796030,0,0.0,0,1
651756358,15,0.5285714285714286,0.14634146341463414,0.175
641270607,4,0.0,0,0.4
643040083,0,0.0,0,1
642941781,0,0.0,0,1
640779093,0,0.0,0,1
651035482,0,0.0,0,1
645464925,0,0.0,0,1
650019687,58,0.4931747327868403,0.1623745089480576,0.09117475160724722
640189289,0,0.0,0,1
650543978,11,0.2962121212121212,0.140625,0.21212121212121213
644383594,2,0.0,0,0.6666666666666666
651690860,0,0.0,0,1
650838899,183,0.4456929810891608,0.24896538909815713,0.09556901876930388
651592565,1,0.0,0,1.0
648151927,0,0.0,0,1
646480760,0,0.0,0,1
648610682,0,0.0,0,1
651461505,97,0.37010870890920305,0.12450411962160512,0.06900904691773617
650871682,0,0.0,0,1
650347394,0,0.0,0,1
646742915,3,1.0,1.0,1.0
640222089,0,0.0,0,1
651559821,0,0.0,0,1
646448014,12,0.5806526806526807,0.41739130434782606,0.30769230769230765
641106836,16,0.4862745098039215,0.2616279069767442,0.20588235294117646
639632276,12,0.5578088578088578,0.3564356435643564,0.28205128205128205
640713623,7,0.9035714285714287,0.8611111111111112,0.7857142857142857
639533976,77,0.5307826294084508,0.44433497536945815,0.2624042624042624
645727130,0,0.0,0,1
643695515,6,0.39999999999999997,0.3,0.38095238095238093
640943003,0,0.0,0,1
643564453,0,0.0,0,1
652444583,0,0.0,0,1
644645800,0,0.0,0,1
646448043,0,0.0,0,1
648479661,7,0.0,0,0.25
645792688,42,0.5399091140157505,0.2705798138869005,0.1184939091915836
643105715,1,0.0,0,1.0
643400628,0,0.0,0,1
639894456,0,0.0,0,1
648512450,7,0.5119047619047619,0.24,0.3214285714285714
651723732,1,0.0,0,1.0
649003988,3,0.0,0,0.5
646644695,0,0.0,0,1
646775769,0,0.0,0,1
639960025,0,0.0,0,1
649331683,0,0.0,0,1
649364459,17,0.7416588857765327,0.3360995850622407,0.2549019607843137
650675180,0,0.0,0,1
651690989,0,0.0,0,1
640156653,0,0.0,0,1
641008627,6,0.9238095238095239,0.8048780487804879,0.6190476190476191
650576885,11,0.46439393939393936,0.18181818181818182,0.22727272727272727
647267318,1,0.0,0,1.0
643302389,0,0.0,0,1
650183675,0,0.0,0,1
651265020,0,0.0,0,1
650445820,0,0.0,0,1
649430013,1,0.0,0,1.0
648676347,0,0.0,0,1
644023293,115,0.3797447651184426,0.25027298536798426,0.15037481259370314
640123903,0,0.0,0,1
641827842,19,0.7660981270191798,0.6033898305084746,0.4631578947368421
648774660,0,0.0,0,1
651559941,0,0.0,0,1
648184838,7,0.5898809523809524,0.5454545454545454,0.46428571428571425
642483207,3,0.8333333333333333,0.75,0.8333333333333333
642483209,0,0.0,0,1
649790475,0,0.0,0,1
643236882,0,0.0,0,1
646743060,4,0.7,0.8,0.7
648283157,14,0.17924297924297922,0.0625,0.15238095238095237
639632406,6,0.7380952380952381,0.75,0.6190476190476191
651592731,0,0.0,0,1
649430044,484,0.426292725643517,0.09328468775464849,0.02130868194598279
650576925,4,0.4333333333333334,0.375,0.5
642450461,1,0.0,0,1.0
652215329,14,0.7927317127317127,0.5445859872611465,0.4095238095238095
642057253,0,0.0,0,1
652411960,69,0.45341445381020024,0.21290783519885687,0.11138716356107661
651265081,0,0.0,0,1
649430076,0,0.0,0,1
649888843,0,0.0,0,1
644023374,0,0.0,0,1
651854928,0,0.0,0,1
646808658,0,0.0,0,1
646055000,0,0.0,0,1
651265113,49,0.6936659204474331,0.33609415867480386,0.14693877551020407
649069664,3,1.0,1.0,1.0
647136358,0,0.0,0,1
642253934,0,0.0,0,1
641434737,2,0.0,0,0.6666666666666666
652346482,0,0.0,0,1
649430134,0,0.0,0,1
647529604,0,0.0,0,1
644220036,5,0.6777777777777777,0.6521739130434783,0.6000000000000001
642286731,0,0.0,0,1
650806415,17,0.5875816993464053,0.39416058394160586,0.2679738562091503
651723921,0,0.0,0,1
640386195,3,1.0,1.0,1.0
650511512,0,0.0,0,1
640484506,3,1.0,1.0,1.0
648938652,0,0.0,0,1
641139870,136,0.6306577620678109,0.508415491039817,0.22520395019321596
648971428,0,0.0,0,1
647955620,37,0.651217780372905,0.4573074908328968,0.2105263157894737
650085542,0,0.0,0,1
651003049,214,0.477160310689541,0.10103819979136655,0.04868506846337752
648512684,0,0.0,0,1
647496877,23,0.659044337305207,0.43573264781491,0.30434782608695654
646743212,1,0.0,0,1.0
650839215,0,0.0,0,1
650052790,0,0.0,0,1
650478776,23,0.1949385155906895,0.03461538461538462,0.09420289855072464
651560121,0,0.0,0,1
651101372,0,0.0,0,1
643007679,0,0.0,0,1
645924036,0,0.0,0,1
651592904,21,0.752303719750244,0.56657223796034,0.4372294372294372
650872009,0,0.0,0,1
647726282,0,0.0,0,1
640189642,9,0.5111111111111111,0.3191489361702128,0.28888888888888886
639665362,1,0.0,0,1.0
642778324,0,0.0,0,1
645432535,0,0.0,0,1
643073241,6,0.9238095238095239,0.9069767441860465,0.9047619047619048
644875483,74,0.449027109301082,0.03025936599423631,0.036756756756756756
650544354,62,0.4579408799524133,0.17891373801916932,0.09984639016897082
646776041,0,0.0,0,1
645956842,102,0.5562696277137978,0.11801790442567142,0.06548638873024938
649397484,0,0.0,0,1
643499249,85,0.6223366201389916,0.38277020720552546,0.1411764705882353
651625716,0,0.0,0,1
647857396,0,0.0,0,1
652510454,5,0.35000000000000003,0.25,0.4
645760244,0,0.0,0,1
647890168,6,0.0,0,0.2857142857142857
651592971,0,0.0,0,1
650675468,0,0.0,0,1
640025869,38,0.6650874425523154,0.4335414808206958,0.24156545209176786
643138832,36,0.0,0,0.05405405405405405
647398676,1,0.0,0,1.0
640681255,0,0.0,0,1
647005480,5,0.8444444444444444,0.7894736842105263,0.8
652150057,0,0.0,0,1
647431467,2,0.0,0,0.6666666666666666
640845106,0,0.0,0,1
652477755,0,0.0,0,1
646939971,0,0.0,0,1
652084555,0,0.0,0,1
649430347,0,0.0,0,1
652445005,0,0.0,0,1
651134292,1,0.0,0,1.0
640550240,3,0.5833333333333333,0.6,0.6666666666666666
650642786,467,0.7114026769783186,0.5785991149830213,0.18857409542634382
644023650,1,0.0,0,1.0
643401059,1,0.0,0,1.0
646382950,0,0.0,0,1
650610028,8,0.42724867724867727,0.45652173913043476,0.3611111111111111
650380655,35,0.6415665985583429,0.47596638655462187,0.32857142857142857
649004399,0,0.0,0,1
646415727,0,0.0,0,1
648578421,0,0.0,0,1
648676729,5,0.8444444444444444,0.7894736842105263,0.8
652543354,0,0.0,0,1
649168250,0,0.0,0,1
640779642,113,0.24271916886611813,0.009869967100109666,0.0208042229467474
646415747,0,0.0,0,1
640288138,0,0.0,0,1
650347920,2,0.0,0,0.6666666666666666
649495955,0,0.0,0,1
649168275,0,0.0,0,1
649102747,0,0.0,0,1
640779687,0,0.0,0,1
643138984,1,0.0,0,1.0
648545707,0,0.0,0,1
650773932,95,0.28957817839993744,0.19560117302052785,0.11600877192982456
642680236,0,0.0,0,1
640910769,39,0.6435294966813846,0.5263157894736842,0.35128205128205126
649823671,1,0.0,0,1.0
648316351,0,0.0,0,1
650872257,500,0.289110963902822,0.11271302158145803,0.04658682634730539
649823686,0,0.0,0,1
650773959,0,0.0,0,1
651625936,0,0.0,0,1
649430481,0,0.0,0,1
648807888,0,0.0,0,1
651265493,251,0.820144178944202,0.8200817414168131,0.6614494403339025
644711894,0,0.0,0,1
648250847,0,0.0,0,1
645367265,0,0.0,0,1
650610150,0,0.0,0,1
643499495,0,0.0,0,1
643073512,10,0.49292929292929294,0.21818181818181817,0.2545454545454546
649102826,0,0.0,0,1
651494894,0,0.0,0,1
640124401,31,0.6710394779951232,0.312780269058296,0.1774193548387097
646415859,0,0.0,0,1
649627128,0,0.0,0,1
647136760,1,0.0,0,1.0
646841856,37,0.2811759127548601,0.055162659123055166,0.06970128022759602
646350341,0,0.0,0,1
648414730,9,0.5277777777777778,0.6976744186046512,0.4222222222222222
645432842,0,0.0,0,1
648054284,1,0.0,0,1.0
645957136,0,0.0,0,1
650741267,0,0.0,0,1
649365013,66,0.331316941764703,0.1317403939296093,0.08819538670284939
650806809,0,0.0,0,1
642909727,12,0.6882617382617382,0.5294117647058824,0.3974358974358974
652052000,1,0.0,0,1.0
649496097,0,0.0,0,1
644253219,9,0.7222222222222222,0.38571428571428573,0.37777777777777777
647333412,68,0.15462754429048278,0.00785683107813182,0.03154305200341006
647267879,0,0.0,0,1
642614828,4,0.4333333333333334,0.375,0.5
645596717,0,0.0,0,1
651265582,0,0.0,0,1
643139118,0,0.0,0,1
647988785,0,0.0,0,1
645334580,5,0.0,0,0.33333333333333337
645989943,234,0.398075734623571,0.2290361654265444,0.1004546281142026
650511929,11,0.763961038961039,0.6795580110497238,0.48484848484848486
651560506,0,0.0,0,1
644056635,0,0.0,0,1
642614845,0,0.0,0,1
651855422,0,0.0,0,1
643368510,61,0.5966406468255482,0.28527841342486654,0.1263881544156531
647792192,1,0.0,0,1.0
640452159,4,0.7,0.8,0.7
649004610,0,0.0,0,1
650708547,75,0.5795122128111574,0.4306830079448174,0.2319298245614035
650872391,0,0.0,0,1
642614866,0,0.0,0,1
645400148,0,0.0,0,1
650872406,0,0.0,0,1
652379735,0,0.0,0,1
644712027,0,0.0,0,1
640353884,0,0.0,0,1
650872419,0,0.0,0,1
652314212,0,0.0,0,1
648676967,0,0.0,0,1
647628391,0,0.0,0,1
647562857,7,0.85,0.7653061224489796,0.75
644941417,39,0.5454002937207272,0.1889763779527559,0.11923076923076922
643532393,0,0.0,0,1
647988848,0,0.0,0,1
640058995,7,0.8482142857142857,0.5121951219512195,0.46428571428571425
639665783,15,0.6928571428571428,0.23255813953488372,0.2
650970752,0,0.0,0,1
641566337,109,0.6534068780896103,0.5541405596145581,0.2907422852376981
651462275,0,0.0,0,1
648906371,0,0.0,0,1
647366275,0,0.0,0,1
649102982,0,0.0,0,1
649004679,0,0.0,0,1
639665795,1,0.0,0,1.0
652183180,6,0.8571428571428571,0.6,0.5238095238095238
651560588,333,0.8009680901846811,0.7634063385129488,0.518746291201381
650872465,0,0.0,0,1
650872471,0,0.0,0,1
650741406,240,0.4002707500080401,0.1045201899363198,0.05089903181189488
648742560,0,0.0,0,1
651036324,0,0.0,0,1
649922212,54,0.6425214859954039,0.3491103202846975,0.13468013468013468
648906407,0,0.0,0,1
641369769,0,0.0,0,1
639731370,3,0.5833333333333333,0.6,0.6666666666666666
650544817,1,0.0,0,1.0
649004723,0,0.0,0,1
652150455,0,0.0,0,1
641697464,84,0.5988140995841361,0.21308312872676255,0.08599439775910364
640681655,0,0.0,0,1
649234108,0,0.0,0,1
650544832,6,0.6285714285714287,0.7692307692307693,0.5714285714285714
650413774,0,0.0,0,1
644646617,8,0.0,0,0.2222222222222222
645007075,0,0.0,0,1
650610407,58,0.5106112712710985,0.23639607493309545,0.12916423144360023
651724520,10,0.41919191919191917,0.2857142857142857,0.27272727272727276
643630824,3,0.5833333333333333,0.6,0.6666666666666666
643139305,0,0.0,0,1
640878312,0,0.0,0,1
651757297,0,0.0,0,1
648775413,59,0.469135887762551,0.2133116883116883,0.11129943502824859
647071478,0,0.0,0,1
641435386,0,0.0,0,1
649561853,48,0.6025452564920535,0.291156462585034,0.14285714285714285
649692929,0,0.0,0,1
650315522,285,0.3051113415956376,0.11652524472232616,0.05270518954729481
647890694,45,0.5300930064899995,0.44660194174757284,0.2714975845410628
649463560,0,0.0,0,1
649955089,0,0.0,0,1
649856792,9,0.6496031746031746,0.5604395604395604,0.4444444444444444
646514457,12,0.4417249417249417,0.2222222222222222,0.21794871794871795
651265818,0,0.0,0,1
644548376,0,0.0,0,1
642844442,0,0.0,0,1
649725732,15,0.6394841269841269,0.5412844036697247,0.4083333333333333
649299749,8,0.22619047619047616,0.1,0.25
643630885,0,0.0,0,1
640780079,0,0.0,0,1
639862577,451,0.3338427256143588,0.08323008576963357,0.02725506740184055
648120117,0,0.0,0,1
651331382,0,0.0,0,1
645793591,3,1.0,1.0,1.0
651790138,500,0.2859890169649648,0.11039440102089647,0.043992015968063874
647956284,6,0.7142857142857143,0.6486486486486487,0.5714285714285714
650315582,0,0.0,0,1
647857989,7,0.4345238095238095,0.3103448275862069,0.35714285714285715
644220742,0,0.0,0,1
645728080,0,0.0,0,1
651396945,31,0.6139592710157226,0.3838737949167397,0.21169354838709675
648546135,6,0.0,0,0.2857142857142857
647202648,27,0.6695438611791997,0.3667953667953668,0.19576719576719576
647235419,0,0.0,0,1
646907746,0,0.0,0,1
640059234,1,0.0,0,1.0
651331434,0,0.0,0,1
641009515,0,0.0,0,1
651560817,0,0.0,0,1
649201528,0,0.0,0,1
652445562,3,0.0,0,0.5
650446716,0,0.0,0,1
642680701,0,0.0,0,1
640026494,5,0.0,0,0.33333333333333337
646449024,0,0.0,0,1
640747393,3,0.0,0,0.5
650938242,0,0.0,0,1
645498761,500,0.24005661147739635,0.11615901392485432,0.047169660678642714
641632145,0,0.0,0,1
640780188,11,0.37272727272727274,0.17391304347826086,0.2272727272727273
646645662,0,0.0,0,1
640845734,0,0.0,0,1
643860402,0,0.0,0,1
652150709,0,0.0,0,1
649267129,0,0.0,0,1
649234369,0,0.0,0,1
644515778,31,0.5424993353420773,0.3927165354330709,0.19153225806451613
640354251,0,0.0,0,1
649234381,10,0.0,0,0.18181818181818182
651331535,3,0.8333333333333333,0.75,0.8333333333333333
650971087,0,0.0,0,1
643565524,79,0.5964197571786485,0.3792627636506998,0.19651898734177214
651069397,11,0.0,0,0.16666666666666666
652150745,0,0.0,0,1
650774490,0,0.0,0,1
649693150,5,0.6777777777777777,0.6521739130434783,0.6000000000000001
649431010,0,0.0,0,1
648939497,0,0.0,0,1
651724778,6,0.2952380952380952,0.17647058823529413,0.3333333333333333
650151916,0,0.0,0,1
651593716,0,0.0,0,1
652281848,303,0.38877706088712327,0.2933465924302941,0.121156852527358
651200504,0,0.0,0,1
650151932,0,0.0,0,1
647563262,7,0.8392857142857143,0.9459459459459459,0.7857142857142857
640714752,0,0.0,0,1
646449153,2,1.0,1.0,1.0
648579081,253,0.3313067041579062,0.07591664588104578,0.03171392113535215
641173515,3,1.0,1.0,1.0
646121485,17,0.0,0,0.1111111111111111
650872848,431,0.680148800937887,0.7989057720030944,0.19953596287703015
651233300,1,0.0,0,1.0
645924886,0,0.0,0,1
646318103,0,0.0,0,1
646940700,0,0.0,0,1
651757598,0,0.0,0,1
642320427,3,0.0,0,0.5
650872876,257,0.8148289644449792,0.8225608151847809,0.6688685790124574
650807342,0,0.0,0,1
640714812,0,0.0,0,1
647235645,0,0.0,0,1
645990470,0,0.0,0,1
647301192,3,0.0,0,0.5
640944205,31,0.5977062852878199,0.30865384615384617,0.19959677419354838
642156622,0,0.0,0,1
644515922,83,0.35211706290901124,0.04048355355636773,0.034710269650028686
650807379,0,0.0,0,1
650020953,58,0.49558315230898203,0.14713896457765668,0.08883693746347165
644941916,0,0.0,0,1
651069534,0,0.0,0,1
641763426,0,0.0,0,1
641042535,0,0.0,0,1
643696745,0,0.0,0,1
640288878,13,0.6827053898482471,0.43575418994413406,0.3516483516483517
647235695,219,0.49946189609687547,0.07596287840602485,0.031050228310502283
641435759,0,0.0,0,1
651462773,0,0.0,0,1
646449270,0,0.0,0,1
640944246,0,0.0,0,1
640911480,71,0.4957928183316075,0.31278398624585535,0.16901408450704225
646940795,30,0.7129926099650914,0.3044776119402985,0.1978494623655914
651593854,0,0.0,0,1
648546432,0,0.0,0,1
640714882,1,0.0,0,1.0
652478598,23,0.7128685927598971,0.32432432432432434,0.20652173913043478
641960070,48,0.44167235283171025,0.12779783393501806,0.08333333333333333
650610826,0,0.0,0,1
646121610,0,0.0,0,1
644745356,27,0.7300153084789309,0.5855054036872218,0.3333333333333333
650807440,0,0.0,0,1
651462810,0,0.0,0,1
643664027,37,0.43985498795870304,0.3742603550295858,0.2318634423897582
642648219,27,0.45683033897319614,0.17105263157894737,0.12962962962962962
651364509,4,0.0,0,0.4
651266208,0,0.0,0,1
650709153,1,0.0,0,1.0
643631265,0,0.0,0,1
652380328,0,0.0,0,1
651593907,0,0.0,0,1
643139766,0,0.0,0,1
643532984,0,0.0,0,1
645925051,0,0.0,0,1
649431228,0,0.0,0,1
648972477,0,0.0,0,1
649005249,9,0.0,0,0.19999999999999998
644122817,0,0.0,0,1
651757769,0,0.0,0,1
650250443,8,0.6537037037037038,0.631578947368421,0.5833333333333334
648906956,0,0.0,0,1
646219982,2,1.0,1.0,1.0
644810958,0,0.0,0,1
648284368,0,0.0,0,1
649431249,0,0.0,0,1
640321745,23,0.7880324989020641,0.2817258883248731,0.18115942028985507
644810964,15,0.7863213175713177,0.738728323699422,0.7
646678743,6,0.0,0,0.2857142857142857
640354519,3,0.0,0,0.5
639928540,0,0.0,0,1
651692257,0,0.0,0,1
646744308,7,0.25595238095238093,0.13043478260869565,0.2857142857142857
652413173,69,0.46135604716532747,0.21746116764863418,0.13043478260869565
650873078,0,0.0,0,1
650512630,35,0.5582142984103767,0.3650057937427578,0.2365079365079365
644385015,0,0.0,0,1
644811002,12,0.36247086247086246,0.1232876712328767,0.1923076923076923
644024571,0,0.0,0,1
650348797,0,0.0,0,1
649529606,52,0.49599928989496134,0.16589861751152074,0.10522496371552977
648677638,0,0.0,0,1
640026889,0,0.0,0,1
648743179,0,0.0,0,1
648317195,3,0.0,0,0.5
641403157,0,0.0,0,1
646187287,0,0.0,0,1
650447132,8,0.0,0,0.2222222222222222
651757853,221,0.33301827423347036,0.2868266784647716,0.19754596225184462
651102495,45,0.5394373742199828,0.23623445825932504,0.12946859903381644
647137570,0,0.0,0,1
641239330,0,0.0,0,1
647334180,2,1.0,1.0,1.0
640747810,0,0.0,0,1
646547752,0,0.0,0,1
642320681,51,0.5131144144945051,0.24556616643929058,0.11840120663650075
650086702,1,0.0,0,1.0
642943280,33,0.710156714200832,0.3402985074626866,0.1746880570409982
650086708,0,0.0,0,1
651495736,0,0.0,0,1
643172669,0,0.0,0,1
641173823,0,0.0,0,1
649103692,0,0.0,0,1
640715091,0,0.0,0,1
644581717,114,0.5639662514707274,0.20955770208439248,0.06041189931350114
640059733,36,0.7061519958578782,0.48512709572742024,0.2312312312312312
