id,target
34777,0
34805,0
34841,0
34899,0
34956,0
35118,0
35152,0
35337,0
35467,0
35499,0
35524,0
35602,0
35610,0
35646,0
35713,0
35864,0
35894,0
36031,0
36143,0
36178,0
36243,0
36571,0
36616,0
36663,0
36736,0
36780,0
36827,0
36828,0
36835,0
36987,0
37086,0
37123,0
37193,0
37238,0
37275,0
37319,0
37438,0
37578,0
37652,0
37660,0
37698,0
37704,0
37728,0
37791,0
37799,0
37803,0
37831,0
37911,0
38250,0
38274,0
38379,0
38536,0
38620,0
38693,0
38725,0
38763,0
38767,0
38799,0
38836,0
38910,0
38959,0
38965,0
39033,0
39092,0
39171,0
39200,0
39259,0
39329,0
39336,0
39399,0
39420,0
39499,0
39570,0
39586,0
39756,0
39788,0
39859,0
39912,0
39931,0
39963,0
40013,0
40061,0
40238,0
40247,0
40415,0
40471,0
40497,0
40518,0
40554,0
40577,0
40622,0
40668,0
40709,0
40763,0
40772,0
40862,0
40947,0
40966,0
41004,0
41120,0
41145,0
41161,0
41349,0
41410,0
41466,0
41475,0
41477,0
41611,0
41622,0
41712,0
41890,0
41902,0
42095,0
42144,0
42282,0
42292,0
42398,0
42488,0
42499,0
42523,0
42739,0
42887,0
42912,0
42927,0
42979,0
43093,0
43100,0
43129,0
43237,0
43244,0
43277,0
43372,0
43467,0
43476,0
43506,0
43615,0
43641,0
43698,0
43829,0
43969,0
44159,0
44216,0
44241,0
44298,0
44344,0
44355,0
44361,0
44386,0
44517,0
44588,0
44657,0
44736,0
44742,0
44798,0
44827,0
44859,0
44923,0
45048,0
45170,0
45294,0
45323,0
45489,0
45528,0
45595,0
45620,0
45633,0
45651,0
45684,0
45701,0
45785,0
45806,0
46030,0
46058,0
46071,0
46083,0
46087,0
46101,0
46149,0
46174,0
46182,0
46388,0
46442,0
46481,0
46614,0
46694,0
46827,0
46843,0
46883,0
47103,0
47161,0
47237,0
47360,0
47394,0
47402,0
47405,0
47410,0
47540,0
47552,0
47660,0
47762,0
47799,0
47836,0
47919,0
47936,0
48002,0
48068,0
48166,0
48209,0
48270,0
48275,0
48336,0
48403,0
48455,0
48456,0
48466,0
48727,0
48879,0
49004,0
49030,0
49087,0
49096,0
49114,0
49232,0
49433,0
49467,0
49548,0
49567,0
49683,0
49702,0
49705,0
49775,0
49869,0
50056,0
50363,0
50384,0
50421,0
50525,0
50604,0
50813,0
50856,0
50954,0
50981,0
51180,0
51213,0
51249,0
51282,0
51371,0
51454,0
51461,0
51528,0
51718,0
51814,0
51957,0
51996,0
52051,0
52121,0
52135,0
52152,0
52189,0
52195,0
52218,0
52235,0
52386,0
52403,0
52595,0
52650,0
52668,0
52676,0
52713,0
52880,0
52925,0
52963,0
52966,0
52987,0
52997,0
53063,0
53112,0
53125,0
53282,0
53388,0
53509,0
53576,0
53661,0
53735,0
53907,0
53914,0
53978,0
54090,0
54101,0
54120,0
54123,0
54196,0
54224,0
54439,0
54450,0
54455,0
54457,0
54654,0
54667,0
54707,0
54751,0
54780,0
54843,0
54872,0
54977,0
55097,0
55107,0
55131,0
55138,0
55322,0
55331,0
55412,0
55515,0
55521,0
55563,0
55583,0
55584,0
55588,0
55624,0
55702,0
55923,0
55963,0
55972,0
56080,0
56207,0
56232,0
56295,0
56416,0
56421,0
56422,0
56466,0
56492,0
56764,0
56814,0
56853,0
56997,0
57059,0
57169,0
57213,0
57217,0
57296,0
57299,0
57323,0
57405,0
57504,0
57699,0
57701,0
57735,0
57800,0
57816,0
57858,0
57872,0
57889,0
57929,0
57996,0
58030,0
58072,0
58142,0
58151,0
58194,0
58211,0
58517,0
58518,0
58561,0
58626,0
58630,0
58649,0
58737,0
58760,0
58800,0
58872,0
58886,0
58935,0
58947,0
58971,0
